period,value
2013-01-11,177651
2013-01-18,45583
2013-01-18,29090
2013-01-18,175658
2013-01-25,45912
2013-01-25,173547
2013-01-25,28957
2013-02-01,48951
2013-02-01,176013
2013-02-01,29677
2013-02-08,50921
2013-02-08,175095
2013-02-08,29477
2013-02-15,172052
2013-02-15,29197
2013-02-15,49810
2013-02-22,28990
2013-02-22,169836
2013-02-22,50445
2013-03-01,30224
2013-03-01,171590
2013-03-01,51748
2013-03-08,30452
2013-03-08,169789
2013-03-08,51668
2013-03-15,170320
2013-03-15,29934
2013-03-15,51860
2013-03-22,29756
2013-03-22,51717
2013-03-22,169245
2013-03-29,29550
2013-03-29,51712
2013-03-29,169071
2013-04-05,30330
2013-04-05,172150
2013-04-05,52991
2013-04-12,171161
2013-04-12,53540
2013-04-12,30520
2013-04-19,54776
2013-04-19,30627
2013-04-19,168854
2013-04-26,167750
2013-04-26,55522
2013-04-26,29619
2013-05-03,168582
2013-05-03,55592
2013-05-03,28620
2013-05-10,27804
2013-05-10,170346
2013-05-10,56940
2013-05-17,27405
2013-05-17,172490
2013-05-17,56478
2013-05-24,56241
2013-05-24,172631
2013-05-24,28010
2013-05-31,27276
2013-05-31,170737
2013-05-31,54775
2013-06-07,56636
2013-06-07,27701
2013-06-07,170824
2013-06-14,55530
2013-06-14,27915
2013-06-14,171256
2013-06-21,56879
2013-06-21,174897
2013-06-21,28306
2013-06-28,55555
2013-06-28,26973
2013-06-28,174377
2013-07-05,55709
2013-07-05,171556
2013-07-05,26566
2013-07-12,173803
2013-07-12,55730
2013-07-12,26677
2013-07-19,27478
2013-07-19,172339
2013-07-19,54599
2013-07-26,27322
2013-07-26,53263
2013-07-26,172242
2013-08-02,27050
2013-08-02,171649
2013-08-02,52998
2013-08-09,54217
2013-08-09,172876
2013-08-09,27973
2013-08-16,50906
2013-08-16,168927
2013-08-16,27436
2013-08-23,27256
2013-08-23,50398
2013-08-23,167732
2013-08-30,50984
2013-08-30,167991
2013-08-30,26590
2013-09-06,47837
2013-09-06,168755
2013-09-06,27495
2013-09-13,27701
2013-09-13,48182
2013-09-13,167677
2013-09-20,47887
2013-09-20,28602
2013-09-20,168956
2013-09-27,30677
2013-09-27,48355
2013-09-27,171998
2013-10-04,50476
2013-10-04,171872
2013-10-04,29903
2013-10-11,169784
2013-10-11,30015
2013-10-11,49945
2013-10-18,30069
2013-10-18,49955
2013-10-18,168136
2013-10-25,48286
2013-10-25,166156
2013-10-25,29849
2013-11-01,47499
2013-11-01,171254
2013-11-01,36038
2013-11-08,169872
2013-11-08,36327
2013-11-08,46224
2013-11-15,169336
2013-11-15,35678
2013-11-15,45277
2013-11-22,35727
2013-11-22,169900
2013-11-22,45130
2013-11-29,47372
2013-11-29,173148
2013-11-29,35824
2013-12-06,49847
2013-12-06,177568
2013-12-06,35596
2013-12-13,178993
2013-12-13,36968
2013-12-13,48698
2013-12-20,48741
2013-12-20,177678
2013-12-20,36050
2013-12-27,50298
2013-12-27,180654
2013-12-27,37786
2014-01-03,51710
2014-01-03,184392
2014-01-03,38512
2014-01-10,191880
2014-01-10,39445
2014-01-10,54657
2014-01-17,194193
2014-01-17,54263
2014-01-17,40286
2014-01-24,55193
2014-01-24,192747
2014-01-24,40395
2014-01-31,39845
2014-01-31,55997
2014-01-31,194557
2014-02-07,192913
2014-02-07,40528
2014-02-07,55254
2014-02-14,40896
2014-02-14,191980
2014-02-14,53981
2014-02-21,41047
2014-02-21,192027
2014-02-21,53111
2014-02-28,51994
2014-02-28,41469
2014-02-28,190020
2014-03-07,40398
2014-03-07,185911
2014-03-07,50198
2014-03-14,183341
2014-03-14,48192
2014-03-14,39092
2014-03-21,50025
2014-03-21,36316
2014-03-21,182132
2014-03-28,48451
2014-03-28,37588
2014-03-28,181453
2014-04-04,46620
2014-04-04,37815
2014-04-04,177076
2014-04-11,47505
2014-04-11,38683
2014-04-11,177937
2014-04-18,47457
2014-04-18,177726
2014-04-18,38778
2014-04-25,182365
2014-04-25,42604
2014-04-25,47927
2014-05-02,48605
2014-05-02,184429
2014-05-02,43095
2014-05-09,183165
2014-05-09,42540
2014-05-09,49676
2014-05-16,50891
2014-05-16,183608
2014-05-16,41662
2014-05-23,52489
2014-05-23,182834
2014-05-23,40099
2014-05-30,54541
2014-05-30,182670
2014-05-30,38393
2014-06-06,185377
2014-06-06,54654
2014-06-06,39935
2014-06-13,184466
2014-06-13,55084
2014-06-13,40431
2014-06-20,185931
2014-06-20,55794
2014-06-20,40838
2014-06-27,54335
2014-06-27,184766
2014-06-27,40950
2014-07-04,40514
2014-07-04,55620
2014-07-04,184470
2014-07-11,41470
2014-07-11,54940
2014-07-11,186215
2014-07-18,188197
2014-07-18,41741
2014-07-18,54120
2014-07-25,54430
2014-07-25,41092
2014-07-25,189570
2014-08-01,52555
2014-08-01,40515
2014-08-01,185697
2014-08-08,51619
2014-08-08,183556
2014-08-08,40093
2014-08-15,52318
2014-08-15,39830
2014-08-15,184800
2014-08-22,183265
2014-08-22,39110
2014-08-22,50564
2014-08-29,182513
2014-08-29,39092
2014-08-29,51458
2014-09-05,184898
2014-09-05,51212
2014-09-05,39813
2014-09-12,48653
2014-09-12,40124
2014-09-12,182169
2014-09-19,49756
2014-09-19,39178
2014-09-19,181571
2014-09-26,47830
2014-09-26,40136
2014-09-26,179531
2014-10-03,49238
2014-10-03,40078
2014-10-03,182166
2014-10-10,47328
2014-10-10,39573
2014-10-10,179274
2014-10-17,46549
2014-10-17,38249
2014-10-17,177190
2014-10-24,45034
2014-10-24,38216
2014-10-24,176865
2014-10-31,37521
2014-10-31,174591
2014-10-31,45684
2014-11-07,37937
2014-11-07,176681
2014-11-07,43681
2014-11-14,176926
2014-11-14,43176
2014-11-14,38454
2014-11-21,178208
2014-11-21,44168
2014-11-21,37275
2014-11-28,181315
2014-11-28,37757
2014-11-28,45175
2014-12-05,187013
2014-12-05,38944
2014-12-05,46448
2014-12-12,47840
2014-12-12,192571
2014-12-12,40652
2014-12-19,196254
2014-12-19,50373
2014-12-19,41331
2014-12-26,50816
2014-12-26,197510
2014-12-26,43698
2015-01-02,56416
2015-01-02,206627
2015-01-02,45607
2015-01-09,58286
2015-01-09,210238
2015-01-09,47017
2015-01-16,210451
2015-01-16,45904
2015-01-16,58588
2015-01-23,46084
2015-01-23,57553
2015-01-23,209605
2015-01-30,61052
2015-01-30,46810
2015-01-30,210842
2015-02-06,46640
2015-02-06,213219
2015-02-06,62124
2015-02-13,214351
2015-02-13,47733
2015-02-13,62977
2015-02-20,210663
2015-02-20,47229
2015-02-20,61950
2015-02-27,47574
2015-02-27,59168
2015-02-27,208988
2015-03-06,208943
2015-03-06,59973
2015-03-06,47440
2015-03-13,60396
2015-03-13,47455
2015-03-13,205707
2015-03-20,45540
2015-03-20,59719
2015-03-20,204629
2015-03-27,201886
2015-03-27,46220
2015-03-27,58520
2015-04-03,202489
2015-04-03,45550
2015-04-03,58991
2015-04-10,201736
2015-04-10,46046
2015-04-10,58066
2015-04-17,46757
2015-04-17,199003
2015-04-17,57847
2015-04-24,200639
2015-04-24,47341
2015-04-24,58665
2015-05-01,201895
2015-05-01,59372
2015-05-01,46205
2015-05-08,45601
2015-05-08,58341
2015-05-08,200982
2015-05-15,57405
2015-05-15,44701
2015-05-15,199106
2015-05-22,42932
2015-05-22,55644
2015-05-22,195539
2015-05-29,42965
2015-05-29,194513
2015-05-29,56042
2015-06-05,191437
2015-06-05,42831
2015-06-05,53303
2015-06-12,53919
2015-06-12,191476
2015-06-12,42190
2015-06-19,41565
2015-06-19,54424
2015-06-19,192614
2015-06-26,42550
2015-06-26,190993
2015-06-26,54173
2015-07-03,191841
2015-07-03,55317
2015-07-03,42100
2015-07-10,192612
2015-07-10,42807
2015-07-10,56647
2015-07-17,190615
2015-07-17,42329
2015-07-17,55404
2015-07-24,42385
2015-07-24,190234
2015-07-24,54985
2015-07-31,191834
2015-07-31,42115
2015-07-31,54647
2015-08-07,191261
2015-08-07,41653
2015-08-07,54139
2015-08-14,40319
2015-08-14,187703
2015-08-14,53628
2015-08-21,187959
2015-08-21,54686
2015-08-21,40602
2015-08-28,53672
2015-08-28,40851
2015-08-28,187823
2015-09-04,51935
2015-09-04,42248
2015-09-04,186990
2015-09-11,41630
2015-09-11,190615
2015-09-11,54664
2015-09-18,41144
2015-09-18,52884
2015-09-18,192041
2015-09-25,193750
2015-09-25,41358
2015-09-25,53642
2015-10-02,196272
2015-10-02,40919
2015-10-02,56357
2015-10-09,55567
2015-10-09,41118
2015-10-09,193383
2015-10-16,191579
2015-10-16,54706
2015-10-16,40579
2015-10-23,55612
2015-10-23,190636
2015-10-23,39091
2015-10-30,187880
2015-10-30,53875
2015-10-30,39667
2015-11-06,186017
2015-11-06,40539
2015-11-06,51802
2015-11-13,50275
2015-11-13,186021
2015-11-13,40749
2015-11-20,51005
2015-11-20,187889
2015-11-20,41099
2015-11-27,50199
2015-11-27,42235
2015-11-27,188989
2015-12-04,190782
2015-12-04,50588
2015-12-04,43795
2015-12-11,44232
2015-12-11,191219
2015-12-11,52515
2015-12-18,194376
2015-12-18,45439
2015-12-18,51540
2015-12-25,194259
2015-12-25,43744
2015-12-25,51306
2016-01-01,46809
2016-01-01,203187
2016-01-01,53633
2016-01-08,212640
2016-01-08,57200
2016-01-08,50163
2016-01-15,56763
2016-01-15,51441
2016-01-15,217489
2016-01-22,58920
2016-01-22,51859
2016-01-22,220765
2016-01-29,54773
2016-01-29,62421
2016-01-29,226935
2016-02-05,56155
2016-02-05,63689
2016-02-05,228211
2016-02-12,64849
2016-02-12,230814
2016-02-12,54950
2016-02-19,66450
2016-02-19,53812
2016-02-19,228275
2016-02-26,65365
2016-02-26,227371
2016-02-26,53394
2016-03-04,63230
2016-03-04,224097
2016-03-04,53192
2016-03-11,64414
2016-03-11,222064
2016-03-11,51910
2016-03-18,51603
2016-03-18,62003
2016-03-18,218064
2016-03-25,59892
2016-03-25,50713
2016-03-25,216421
2016-04-01,217125
2016-04-01,61069
2016-04-01,50103
2016-04-08,49675
2016-04-08,59384
2016-04-08,215347
2016-04-15,61105
2016-04-15,214826
2016-04-15,48009
2016-04-22,62571
2016-04-22,216848
2016-04-22,48165
2016-04-29,64469
2016-04-29,216919
2016-04-29,47676
2016-05-06,62578
2016-05-06,215579
2016-05-06,47683
2016-05-13,213764
2016-05-13,46682
2016-05-13,61929
2016-05-20,45756
2016-05-20,215772
2016-05-20,64370
2016-05-27,63499
2016-05-27,46441
2016-05-27,215163
2016-06-03,214593
2016-06-03,46646
2016-06-03,64164
2016-06-10,213435
2016-06-10,44961
2016-06-10,65287
2016-06-17,46832
2016-06-17,212615
2016-06-17,63687
2016-06-24,67361
2016-06-24,213831
2016-06-24,45978
2016-07-01,66540
2016-07-01,214087
2016-07-01,45505
2016-07-08,213431
2016-07-08,67149
2016-07-08,46408
2016-07-15,66896
2016-07-15,214715
2016-07-15,47111
2016-07-22,215803
2016-07-22,45369
2016-07-22,67043
2016-07-29,45331
2016-07-29,213664
2016-07-29,65975
2016-08-05,211097
2016-08-05,66152
2016-08-05,44602
2016-08-12,64211
2016-08-12,42481
2016-08-12,206914
2016-08-19,62113
2016-08-19,42130
2016-08-19,206797
2016-08-26,61090
2016-08-26,43590
2016-08-26,206047
2016-09-02,202298
2016-09-02,44646
2016-09-02,58558
2016-09-09,44689
2016-09-09,203117
2016-09-09,58052
2016-09-16,200976
2016-09-16,50776
2016-09-16,44228
2016-09-23,201767
2016-09-23,51899
2016-09-23,44209
2016-09-30,54710
2016-09-30,43036
2016-09-30,202104
2016-10-07,43949
2016-10-07,200676
2016-10-07,53189
2016-10-14,202018
2016-10-14,45289
2016-10-14,55929
2016-10-21,200516
2016-10-21,44681
2016-10-21,57846
2016-10-28,199190
2016-10-28,43487
2016-10-28,55844
2016-11-04,195079
2016-11-04,51016
2016-11-04,42298
2016-11-11,196741
2016-11-11,42212
2016-11-11,51311
2016-11-18,200070
2016-11-18,54300
2016-11-18,41791
2016-11-25,42224
2016-11-25,54783
2016-11-25,201769
2016-12-02,42606
2016-12-02,56947
2016-12-02,203370
2016-12-09,43319
2016-12-09,58201
2016-12-09,204416
2016-12-16,44267
2016-12-16,202448
2016-12-16,57015
2016-12-23,200021
2016-12-23,56541
2016-12-23,43261
2016-12-30,208225
2016-12-30,59773
2016-12-30,44431
2017-01-06,61969
2017-01-06,44947
2017-01-06,211671
2017-01-13,64894
2017-01-13,45887
2017-01-13,217417
2017-01-20,65609
2017-01-20,49173
2017-01-20,224569
2017-01-27,229157
2017-01-27,52013
2017-01-27,68063
2017-02-03,52942
2017-02-03,67671
2017-02-03,228411
2017-02-10,230610
2017-02-10,52753
2017-02-10,70163
2017-02-17,70014
2017-02-17,228496
2017-02-17,53076
2017-02-24,69287
2017-02-24,228586
2017-02-24,53497
2017-03-03,223159
2017-03-03,54080
2017-03-03,65991
2017-03-10,54147
2017-03-10,221594
2017-03-10,63653
2017-03-17,52673
2017-03-17,218877
2017-03-17,63604
2017-03-24,215804
2017-03-24,61363
2017-03-24,52397
2017-03-31,61632
2017-03-31,51604
2017-03-31,217073
2017-04-07,214449
2017-04-07,61499
2017-04-07,50019
2017-04-14,49990
2017-04-14,216165
2017-04-14,59860
2017-04-21,49232
2017-04-21,219445
2017-04-21,63294
2017-04-28,220012
2017-04-28,62717
2017-04-28,50073
2017-05-05,49418
2017-05-05,219721
2017-05-05,65345
2017-05-12,218765
2017-05-12,65940
2017-05-12,47584
2017-05-19,218218
2017-05-19,66014
2017-05-19,47069
2017-05-26,215464
2017-05-26,64363
2017-05-26,46993
2017-06-02,218031
2017-06-02,64856
2017-06-02,48509
2017-06-09,219683
2017-06-09,64466
2017-06-09,49154
2017-06-16,48846
2017-06-16,63476
2017-06-16,220587
2017-06-23,63369
2017-06-23,48239
2017-06-23,218373
2017-06-30,62229
2017-06-30,47513
2017-06-30,215004
2017-07-07,212012
2017-07-07,62166
2017-07-07,47310
2017-07-14,60342
2017-07-14,48224
2017-07-14,207983
2017-07-21,46646
2017-07-21,207023
2017-07-21,58274
2017-07-28,45494
2017-07-28,204844
2017-07-28,58121
2017-08-04,59049
2017-08-04,46504
2017-08-04,207526
2017-08-11,59744
2017-08-11,45563
2017-08-11,208279
2017-08-18,57938
2017-08-18,205278
2017-08-18,46230
2017-08-25,57855
2017-08-25,45759
2017-08-25,205087
2017-09-01,54763
2017-09-01,201587
2017-09-01,44799
2017-09-08,45084
2017-09-08,50621
2017-09-08,194547
2017-09-15,193425
2017-09-15,45960
2017-09-15,48729
2017-09-22,196006
2017-09-22,45850
2017-09-22,51466
2017-09-29,44017
2017-09-29,196940
2017-09-29,52435
2017-10-06,43865
2017-10-06,200052
2017-10-06,53437
2017-10-13,41989
2017-10-13,198518
2017-10-13,52740
2017-10-20,194786
2017-10-20,51946
2017-10-20,40583
2017-10-27,190966
2017-10-27,39328
2017-10-27,49670
2017-11-03,187339
2017-11-03,48174
2017-11-03,38458
2017-11-10,189288
2017-11-10,39795
2017-11-10,48702
2017-11-17,188665
2017-11-17,49846
2017-11-17,39131
2017-11-24,51391
2017-11-24,190241
2017-11-24,39230
2017-12-01,197176
2017-12-01,40762
2017-12-01,53667
2017-12-08,53889
2017-12-08,41385
2017-12-08,200464
2017-12-15,202796
2017-12-15,41446
2017-12-15,53164
2017-12-22,204029
2017-12-22,52675
2017-12-22,41716
2017-12-29,208201
2017-12-29,53247
2017-12-29,44228
2018-01-05,46375
2018-01-05,212948
2018-01-05,56105
2018-01-12,215818
2018-01-12,47156
2018-01-12,55798
2018-01-19,58559
2018-01-19,48668
2018-01-19,220021
2018-01-26,49294
2018-01-26,58742
2018-01-26,218611
2018-02-02,50000
2018-02-02,60042
2018-02-02,220963
2018-02-09,60941
2018-02-09,50987
2018-02-09,224891
2018-02-16,60152
2018-02-16,223443
2018-02-16,51313
2018-02-23,52797
2018-02-23,60550
2018-02-23,225896
2018-03-02,57252
2018-03-02,225859
2018-03-02,54210
2018-03-09,220543
2018-03-09,54023
2018-03-09,55305
2018-03-16,218532
2018-03-16,55188
2018-03-16,52592
2018-03-23,52087
2018-03-23,215016
2018-03-23,52015
2018-03-30,53606
2018-03-30,214218
2018-03-30,51743
2018-04-06,51167
2018-04-06,213921
2018-04-06,56098
2018-04-13,55651
2018-04-13,50611
2018-04-13,212799
2018-04-20,213503
2018-04-20,49887
2018-04-20,56965
2018-04-27,58191
2018-04-27,49673
2018-04-27,214228
2018-05-04,59691
2018-05-04,49530
2018-05-04,214019
2018-05-11,58966
2018-05-11,210107
2018-05-11,48023
2018-05-18,211882
2018-05-18,46512
2018-05-18,60959
2018-05-25,59872
2018-05-25,211645
2018-05-25,46546
2018-06-01,46054
2018-06-01,62351
2018-06-01,215185
2018-06-08,60359
2018-06-08,46327
2018-06-08,213062
2018-06-15,45939
2018-06-15,60092
2018-06-15,215058
2018-06-22,46950
2018-06-22,62278
2018-06-22,217560
2018-06-29,60617
2018-06-29,47589
2018-06-29,216291
2018-07-06,46504
2018-07-06,60913
2018-07-06,213809
2018-07-13,211595
2018-07-13,61319
2018-07-13,45848
2018-07-20,210876
2018-07-20,45101
2018-07-20,60566
2018-07-27,59117
2018-07-27,207604
2018-07-27,44529
2018-08-03,209648
2018-08-03,58786
2018-08-03,46278
2018-08-10,58140
2018-08-10,209966
2018-08-10,46295
2018-08-17,46605
2018-08-17,210396
2018-08-17,57751
2018-08-24,46203
2018-08-24,210445
2018-08-24,59526
2018-08-31,46539
2018-08-31,211573
2018-08-31,61159
2018-09-07,211347
2018-09-07,61163
2018-09-07,46446
2018-09-14,209288
2018-09-14,45695
2018-09-14,59838
2018-09-21,61885
2018-09-21,45378
2018-09-21,211157
2018-09-28,44859
2018-09-28,63335
2018-09-28,209781
2018-10-05,212452
2018-10-05,64855
2018-10-05,45737
2018-10-12,64553
2018-10-12,44958
2018-10-12,209472
2018-10-19,206121
2018-10-19,43542
2018-10-19,61869
2018-10-26,58974
2018-10-26,201950
2018-10-26,41191
2018-11-02,40758
2018-11-02,60023
2018-11-02,204294
2018-11-09,59561
2018-11-09,201635
2018-11-09,40374
2018-11-16,56409
2018-11-16,39928
2018-11-16,200202
2018-11-23,40601
2018-11-23,199936
2018-11-23,57387
2018-11-30,57587
2018-11-30,43111
2018-11-30,203044
2018-12-07,43212
2018-12-07,203989
2018-12-07,55388
2018-12-14,204511
2018-12-14,45105
2018-12-14,56095
2018-12-21,207538
2018-12-21,46475
2018-12-21,56133
2018-12-28,47518
2018-12-28,56593
2018-12-28,214082
2019-01-04,222359
2019-01-04,59101
2019-01-04,50702
2019-01-11,228174
2019-01-11,53270
2019-01-11,61458
2019-01-18,54026
2019-01-18,230802
2019-01-18,62927
2019-01-25,54640
2019-01-25,63749
2019-01-25,230383
2019-02-01,231308
2019-02-01,54933
2019-02-01,65698
2019-02-08,63682
2019-02-08,52109
2019-02-08,231251
2019-02-15,52567
2019-02-15,229980
2019-02-15,61909
2019-02-22,52290
2019-02-22,229630
2019-02-22,63414
2019-03-01,60374
2019-03-01,52061
2019-03-01,226172
2019-03-08,59240
2019-03-08,50799
2019-03-08,223134
2019-03-15,219176
2019-03-15,49247
2019-03-15,59636
2019-03-22,60234
2019-03-22,217209
2019-03-22,48653
2019-03-29,59829
2019-03-29,214906
2019-03-29,47874
2019-04-05,46253
2019-04-05,208536
2019-04-05,56879
2019-04-12,207200
2019-04-12,55466
2019-04-12,45800
2019-04-19,205144
2019-04-19,44864
2019-04-19,56634
2019-04-26,44990
2019-04-26,205418
2019-04-26,55768
2019-05-03,56900
2019-05-03,44687
2019-05-03,205324
2019-05-10,43467
2019-05-10,203694
2019-05-10,56002
2019-05-17,41125
2019-05-17,205816
2019-05-17,59517
2019-05-24,208114
2019-05-24,58264
2019-05-24,42236
2019-05-31,210903
2019-05-31,60267
2019-05-31,42126
2019-06-07,42729
2019-06-07,212223
2019-06-07,58965
2019-06-14,211325
2019-06-14,58116
2019-06-14,43142
2019-06-21,209514
2019-06-21,57056
2019-06-21,43518
2019-06-28,54803
2019-06-28,43280
2019-06-28,208309
2019-07-05,206742
2019-07-05,55213
2019-07-05,43646
2019-07-12,210055
2019-07-12,44085
2019-07-12,56108
2019-07-19,210685
2019-07-19,43708
2019-07-19,55807
2019-07-26,54843
2019-07-26,208154
2019-07-26,42737
2019-08-02,212269
2019-08-02,43082
2019-08-02,57258
2019-08-09,210948
2019-08-09,43705
2019-08-09,57514
2019-08-16,44656
2019-08-16,212317
2019-08-16,58452
2019-08-23,44645
2019-08-23,209714
2019-08-23,59421
2019-08-30,60440
2019-08-30,44915
2019-08-30,207364
2019-09-06,59126
2019-09-06,46498
2019-09-06,206170
2019-09-13,58060
2019-09-13,46173
2019-09-13,207811
2019-09-20,207654
2019-09-20,44401
2019-09-20,59282
2019-09-27,59731
2019-09-27,206561
2019-09-27,44697
2019-10-04,205493
2019-10-04,44357
2019-10-04,58211
2019-10-11,203235
2019-10-11,58095
2019-10-11,43974
2019-10-18,200298
2019-10-18,57515
2019-10-18,41998
2019-10-25,41325
2019-10-25,55335
2019-10-25,198010
2019-11-01,55405
2019-11-01,39643
2019-11-01,195022
2019-11-08,39903
2019-11-08,55734
2019-11-08,195915
2019-11-15,39493
2019-11-15,53896
2019-11-15,197792
2019-11-22,41074
2019-11-22,55270
2019-11-22,201885
2019-11-29,56068
2019-11-29,204750
2019-11-29,41790
2019-12-06,57666
2019-12-06,210123
2019-12-06,43347
2019-12-13,58783
2019-12-13,213715
2019-12-13,44469
2019-12-20,214501
2019-12-20,45043
2019-12-20,57865
2019-12-27,58964
2019-12-27,46417
2019-12-27,216291
2020-01-03,225135
2020-01-03,47765
2020-01-03,59861
2020-01-10,230935
2020-01-10,49474
2020-01-10,60926
2020-01-17,51096
2020-01-17,60275
2020-01-17,231361
2020-01-24,61658
2020-01-24,50331
2020-01-24,233767
2020-01-31,51172
2020-01-31,233368
2020-01-31,63247
2020-02-07,51375
2020-02-07,233830
2020-02-07,63222
2020-02-14,232163
2020-02-14,52051
2020-02-14,62623
2020-02-21,61079
2020-02-21,229676
2020-02-21,52150
2020-02-28,226091
2020-02-28,59192
2020-02-28,53218
2020-03-06,51522
2020-03-06,59462
2020-03-06,221760
2020-03-13,50498
2020-03-13,58342
2020-03-13,217094
2020-03-20,57984
2020-03-20,50031
2020-03-20,219213
2020-03-27,51370
2020-03-27,62925
2020-03-27,225522
2020-04-03,53494
2020-04-03,67972
2020-04-03,235781
2020-04-10,68932
2020-04-10,239690
2020-04-10,53114
2020-04-17,70201
2020-04-17,239226
2020-04-17,51804
2020-04-24,50524
2020-04-24,68822
2020-04-24,235055
2020-05-01,233963
2020-05-01,49940
2020-05-01,67685
2020-05-08,67120
2020-05-08,48741
2020-05-08,230330
2020-05-15,231255
2020-05-15,66993
2020-05-15,48184
2020-05-22,48620
2020-05-22,232056
2020-05-22,69326
2020-05-29,69873
2020-05-29,233655
2020-05-29,48070
2020-06-05,234132
2020-06-05,47067
2020-06-05,70733
2020-06-12,69318
2020-06-12,47529
2020-06-12,232281
2020-06-19,230852
2020-06-19,45421
2020-06-19,70724
2020-06-26,45993
2020-06-26,232837
2020-06-26,70836
2020-07-03,228887
2020-07-03,43989
2020-07-03,67792
2020-07-10,225651
2020-07-10,66693
2020-07-10,44508
2020-07-17,62853
2020-07-17,223295
2020-07-17,43800
2020-07-24,223740
2020-07-24,63735
2020-07-24,44156
2020-07-31,224269
2020-07-31,43637
2020-07-31,64212
2020-08-07,43575
2020-08-07,63640
2020-08-07,223066
2020-08-14,43042
2020-08-14,219590
2020-08-14,63533
2020-08-21,59196
2020-08-21,216143
2020-08-21,42894
2020-08-28,209997
2020-08-28,42041
2020-08-28,58467
2020-09-04,56587
2020-09-04,40999
2020-09-04,207232
2020-09-11,58765
2020-09-11,207794
2020-09-11,41159
2020-09-18,55525
2020-09-18,202252
2020-09-18,39966
2020-09-25,204011
2020-09-25,38867
2020-09-25,55946
2020-10-02,203360
2020-10-02,58408
2020-10-02,39473
2020-10-09,202085
2020-10-09,56224
2020-10-09,41124
2020-10-16,203404
2020-10-16,56416
2020-10-16,41514
2020-10-23,201600
2020-10-23,41097
2020-10-23,56588
2020-10-30,202258
2020-10-30,40985
2020-10-30,58052
2020-11-06,40894
2020-11-06,57610
2020-11-06,200426
2020-11-13,41316
2020-11-13,57798
2020-11-13,201555
2020-11-20,59849
2020-11-20,203944
2020-11-20,42346
2020-11-27,42907
2020-11-27,207562
2020-11-27,59640
2020-12-04,43753
2020-12-04,62256
2020-12-04,212316
2020-12-11,214361
2020-12-11,63122
2020-12-11,44401
2020-12-18,41886
2020-12-18,212087
2020-12-18,63895
2020-12-25,209209
2020-12-25,61577
2020-12-25,41759
2021-01-01,63094
2021-01-01,43828
2021-01-01,215819
2021-01-08,47434
2021-01-08,223655
2021-01-08,63987
2021-01-15,63942
2021-01-15,47596
2021-01-15,222779
2021-01-22,47894
2021-01-22,64215
2021-01-22,224548
2021-01-29,229451
2021-01-29,49348
2021-01-29,62600
2021-02-05,65459
2021-02-05,232832
2021-02-05,48790
2021-02-12,233068
2021-02-12,66741
2021-02-12,48274
2021-02-19,232659
2021-02-19,66687
2021-02-19,48322
2021-02-26,67040
2021-02-26,46260
2021-02-26,220990
2021-03-05,46112
2021-03-05,59833
2021-03-05,211132
2021-03-12,59828
2021-03-12,46373
2021-03-12,211176
2021-03-19,212513
2021-03-19,59939
2021-03-19,46355
2021-03-26,44049
2021-03-26,210549
2021-03-26,58017
2021-04-02,215526
2021-04-02,61256
2021-04-02,45048
2021-04-09,43421
2021-04-09,214114
2021-04-09,60628
2021-04-16,215244
2021-04-16,61445
2021-04-16,42789
2021-04-23,60580
2021-04-23,41969
2021-04-23,213610
2021-04-30,61347
2021-04-30,214566
2021-04-30,41264
2021-05-07,61018
2021-05-07,215043
2021-05-07,41906
2021-05-14,56575
2021-05-14,213414
2021-05-14,40326
2021-05-21,56901
2021-05-21,41298
2021-05-21,213121
2021-05-28,58902
2021-05-28,41519
2021-05-28,214314
2021-06-04,43151
2021-06-04,62362
2021-06-04,220022
2021-06-11,43416
2021-06-11,64698
2021-06-11,222610
2021-06-18,44467
2021-06-18,65046
2021-06-18,219223
2021-06-25,66207
2021-06-25,44811
2021-06-25,219925
2021-07-02,64699
2021-07-02,45817
2021-07-02,214957
2021-07-09,64516
2021-07-09,46261
2021-07-09,215752
2021-07-16,64049
2021-07-16,217968
2021-07-16,47091
2021-07-23,47243
2021-07-23,216106
2021-07-23,61228
2021-07-30,211128
2021-07-30,58157
2021-07-30,45325
2021-08-06,43977
2021-08-06,209115
2021-08-06,58695
2021-08-13,55926
2021-08-13,44520
2021-08-13,208816
2021-08-20,207726
2021-08-20,44222
2021-08-20,53654
2021-08-27,43638
2021-08-27,54643
2021-08-27,207806
2021-09-03,50976
2021-09-03,42956
2021-09-03,201271
2021-09-10,51304
2021-09-10,42825
2021-09-10,200707
2021-09-17,50533
2021-09-17,42293
2021-09-17,201312
2021-09-24,52062
2021-09-24,42110
2021-09-24,202386
2021-10-01,42821
2021-10-01,207492
2021-10-01,55112
2021-10-08,206846
2021-10-08,54384
2021-10-08,42312
2021-10-15,201080
2021-10-15,51461
2021-10-15,41748
2021-10-22,199071
2021-10-22,51473
2021-10-22,41409
2021-10-29,40309
2021-10-29,197416
2021-10-29,49603
2021-11-05,40379
2021-11-05,50040
2021-11-05,195459
2021-11-12,39517
2021-11-12,195411
2021-11-12,51209
2021-11-19,40039
2021-11-19,193488
2021-11-19,50639
2021-11-26,196538
2021-11-26,40575
2021-11-26,51362
2021-12-03,42215
2021-12-03,201686
2021-12-03,53357
2021-12-10,200954
2021-12-10,53695
2021-12-10,43859
2021-12-17,54125
2021-12-17,45496
2021-12-17,205125
